dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
METRLA,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,101,pool_all,0.04956477,0.28650000,-1.11567509,16.00000000
METRLA,0,101,random,0.04299679,0.31150000,-1.72014797,4.00000000
METRLA,0,101,relevance,0.04466823,0.25850000,-1.12372005,4.00000000
METRLA,0,101,mmr,0.03876459,0.43550000,-2.95315218,4.00000000
METRLA,0,101,facility_location,0.04665491,0.21400000,-0.93073964,4.00000000
METRLA,0,101,dpp,0.04969723,0.36450000,-2.40398288,4.00000000
METRLA,0,101,static_utility,0.03539453,0.25600000,-1.17263949,4.00000000
METRLA,0,101,cached_mur,0.03637713,0.37850000,-3.21351147,2.66200000
METRLA,0,101,oracle_static,0.11870633,0.00700000,0.86662054,3.77250000
METRLA,0,101,oracle_greedy,0.13646328,0.00000000,1.00000000,1.56850000
METRLA,0,101,ranked_response_q4,0.03160059,0.24750000,-1.75630975,2.90050000
METRLA,0,101,ranked_response_q8,0.04147293,0.24850000,-2.58556867,3.23400000
METRLA,0,202,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,202,pool_all,0.04677930,0.23900000,-1.30082965,16.00000000
METRLA,0,202,random,0.04223570,0.25100000,-1.51766777,4.00000000
METRLA,0,202,relevance,0.03730042,0.22650000,-2.51781344,4.00000000
METRLA,0,202,mmr,0.03963517,0.33300000,-2.62326717,4.00000000
METRLA,0,202,facility_location,0.04121533,0.21350000,-1.78506601,4.00000000
METRLA,0,202,dpp,0.04439272,0.27250000,-2.90521812,4.00000000
METRLA,0,202,static_utility,0.04279440,0.34800000,-4.43597460,4.00000000
METRLA,0,202,cached_mur,0.04498087,0.31300000,-3.35152912,3.48650000
METRLA,0,202,oracle_static,0.11127742,0.00000000,0.90436018,3.62050000
METRLA,0,202,oracle_greedy,0.12709501,0.00000000,1.00000000,1.31450000
METRLA,0,202,ranked_response_q4,0.03894737,0.25950000,-5.46017694,2.65100000
METRLA,0,202,ranked_response_q8,0.04229117,0.26700000,-4.81201982,3.02900000
METRLA,29,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,29,101,pool_all,0.06047124,0.36950000,-1.80343235,16.00000000
METRLA,29,101,random,0.04418973,0.41050000,-2.56422615,4.00000000
METRLA,29,101,relevance,0.06050782,0.37850000,-2.84275365,4.00000000
METRLA,29,101,mmr,0.05875500,0.42750000,-5.25351954,4.00000000
METRLA,29,101,facility_location,0.02590707,0.36950000,-1.87747252,4.00000000
METRLA,29,101,dpp,0.06097895,0.43000000,-5.26196098,4.00000000
METRLA,29,101,static_utility,0.04974908,0.41600000,-3.78147054,4.00000000
METRLA,29,101,cached_mur,0.05533189,0.31150000,-11.08866215,3.03750000
METRLA,29,101,oracle_static,0.15448715,0.01250000,0.80414438,3.53550000
METRLA,29,101,oracle_greedy,0.17521098,0.00000000,1.00000000,1.66350000
METRLA,29,101,ranked_response_q4,0.05849255,0.23550000,-2.21605706,2.37200000
METRLA,29,101,ranked_response_q8,0.06270058,0.26400000,-2.46898150,2.61450000
METRLA,29,202,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,29,202,pool_all,0.04836817,0.38050000,-9.33938217,16.00000000
METRLA,29,202,random,0.04492823,0.38950000,-7.07091045,4.00000000
METRLA,29,202,relevance,0.04422429,0.38700000,-11.17819023,4.00000000
METRLA,29,202,mmr,0.04278693,0.47800000,-17.77853966,4.00000000
METRLA,29,202,facility_location,0.02312626,0.35850000,-2.06965685,4.00000000
METRLA,29,202,dpp,0.04950456,0.42150000,-20.13356018,4.00000000
METRLA,29,202,static_utility,0.05170525,0.42550000,-29.36408806,4.00000000
METRLA,29,202,cached_mur,0.05559555,0.31850000,-24.39583015,3.23550000
METRLA,29,202,oracle_static,0.13305676,0.01000000,0.83001614,3.52000000
METRLA,29,202,oracle_greedy,0.15347418,0.00000000,1.00000000,1.47050000
METRLA,29,202,ranked_response_q4,0.05003987,0.24850000,-24.66593361,2.07600000
METRLA,29,202,ranked_response_q8,0.05095789,0.27200000,-24.42409897,2.70350000
METRLA,58,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,58,101,pool_all,0.00700690,0.36400000,-0.14772882,16.00000000
METRLA,58,101,random,0.00661866,0.39200000,-0.25210673,4.00000000
METRLA,58,101,relevance,0.00346595,0.36400000,-0.18065172,4.00000000
METRLA,58,101,mmr,0.00938423,0.45850000,-0.58502626,4.00000000
METRLA,58,101,facility_location,0.00368581,0.40400000,-0.21322994,4.00000000
METRLA,58,101,dpp,0.00916084,0.41750000,-0.40575367,4.00000000
METRLA,58,101,static_utility,0.01009993,0.46400000,-0.80880666,4.00000000
METRLA,58,101,cached_mur,0.00864106,0.25950000,-0.50361603,1.44700000
METRLA,58,101,oracle_static,0.05585902,0.00050000,0.80200446,3.63250000
