dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
METRLA,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,101,pool_all,0.02769572,0.35300000,-96938.76562500,16.00000000
METRLA,0,101,random,0.02654458,0.35900000,-84244.76562500,4.00000000
METRLA,0,101,relevance,0.02562365,0.36450000,-96693.19531250,4.00000000
METRLA,0,101,mmr,0.01784230,0.42450000,-120579.02343750,4.00000000
METRLA,0,101,facility_location,0.02542024,0.33150000,-94325.84375000,4.00000000
METRLA,0,101,dpp,0.02587798,0.37900000,-115116.92187500,4.00000000
METRLA,0,101,static_utility,0.02045557,0.34300000,-78800.44531250,4.00000000
METRLA,0,101,cached_mur,0.01688878,0.40600000,-127529.27343750,2.16200000
METRLA,0,101,oracle_static,0.08752608,0.05300000,0.80059052,3.35800000
METRLA,0,101,oracle_greedy,0.10082944,0.03300000,1.00000000,2.37000000
METRLA,0,101,ranked_response_q4,0.01431754,0.34350000,-107873.18750000,2.78600000
METRLA,0,101,ranked_response_q8,0.02118760,0.32600000,-94471.82812500,3.27750000
METRLA,0,202,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,202,pool_all,0.02925189,0.30350000,-48912.58203125,16.00000000
METRLA,0,202,random,0.02605748,0.30200000,-55688.45312500,4.00000000
METRLA,0,202,relevance,0.01717876,0.29900000,-65273.53125000,4.00000000
METRLA,0,202,mmr,0.02760010,0.37700000,-75457.14843750,4.00000000
METRLA,0,202,facility_location,0.01822173,0.28650000,-65808.92968750,4.00000000
METRLA,0,202,dpp,0.02833687,0.30200000,-65776.66406250,4.00000000
METRLA,0,202,static_utility,0.02492088,0.34650000,-81691.10937500,4.00000000
METRLA,0,202,cached_mur,0.02032389,0.40250000,-61380.80078125,3.10700000
METRLA,0,202,oracle_static,0.09194188,0.04150000,0.86563396,3.41100000
METRLA,0,202,oracle_greedy,0.10110710,0.02550000,1.00000000,2.62600000
METRLA,0,202,ranked_response_q4,0.00940010,0.43300000,-222300.96875000,1.84950000
METRLA,0,202,ranked_response_q8,0.01158034,0.43350000,-234724.00000000,2.09550000
METRLA,0,303,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,303,pool_all,0.04138181,0.35200000,-168206.75000000,16.00000000
METRLA,0,303,random,0.02592570,0.30600000,-104245.92968750,4.00000000
METRLA,0,303,relevance,0.02306354,0.29500000,-127421.64062500,4.00000000
METRLA,0,303,mmr,0.02950281,0.37350000,-211077.09375000,4.00000000
METRLA,0,303,facility_location,0.02705542,0.28350000,-136409.31250000,4.00000000
