dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
METRLA,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,101,pool_all,0.03767896,0.50300000,-2.13795972,16.00000000
METRLA,0,101,relevance,-0.03274213,0.74950000,-1.07915628,4.00000000
METRLA,0,101,mmr,-0.02613263,0.71050000,-2.53124309,4.00000000
METRLA,0,101,static_utility,0.01856555,0.51150000,-1.21614957,4.00000000
METRLA,0,101,cached_mur,0.02753326,0.33800000,-0.63836205,2.60900000
METRLA,0,101,oneshot_response,0.02753443,0.42750000,-1.66149366,3.16400000
METRLA,0,101,oracle_static,0.16627721,0.12900000,0.54564357,3.96050000
METRLA,0,101,oracle_greedy,0.18609147,0.00000000,1.00000000,3.83750000
METRLA,0,101,ranked_response_q4,0.03601830,0.27350000,-0.68041450,2.50900000
METRLA,6,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,6,101,pool_all,-0.00944949,0.65350000,-3.64423704,16.00000000
METRLA,6,101,relevance,-0.00648469,0.63950000,-0.93305647,4.00000000
METRLA,6,101,mmr,-0.00596698,0.63800000,-1.29653800,4.00000000
METRLA,6,101,static_utility,-0.01378835,0.60200000,-2.13921452,4.00000000
METRLA,6,101,cached_mur,-0.01175366,0.63600000,-2.66141415,3.65950000
METRLA,6,101,oneshot_response,-0.00764032,0.50800000,-2.70109534,3.68050000
METRLA,6,101,oracle_static,0.10758322,0.07350000,0.70582241,3.94750000
METRLA,6,101,oracle_greedy,0.11339508,0.00000000,1.00000000,3.90350000
METRLA,6,101,ranked_response_q4,-0.00388628,0.51300000,-2.35781622,2.96250000
METRLA,13,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,13,101,pool_all,0.01033915,0.60350000,-2.29198337,16.00000000
METRLA,13,101,relevance,-0.04045643,0.69850000,-1.31042886,4.00000000
METRLA,13,101,mmr,-0.04080012,0.66350000,-1.92296457,4.00000000
METRLA,13,101,static_utility,0.01347198,0.56100000,-1.22467065,4.00000000
METRLA,13,101,cached_mur,0.01911269,0.50200000,-0.74908137,2.54150000
METRLA,13,101,oneshot_response,0.00366473,0.57000000,-1.83589530,3.78250000
METRLA,13,101,oracle_static,0.16237728,0.07100000,0.72058916,3.95200000
METRLA,13,101,oracle_greedy,0.17332235,0.00000000,1.00000000,3.90100000
METRLA,13,101,ranked_response_q4,0.02541444,0.56850000,-1.33992565,3.04450000
METRLA,19,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
