dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
METRLA,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,101,pool_all,0.03219494,0.34900000,-123116.80468750,16.00000000
METRLA,0,101,random,0.03000058,0.36650000,-75763.66406250,4.00000000
METRLA,0,101,relevance,0.02966841,0.38850000,-279820.06250000,4.00000000
METRLA,0,101,mmr,0.02250134,0.43200000,-282206.21875000,4.00000000
METRLA,0,101,facility_location,0.02956099,0.34700000,-82202.21093750,4.00000000
METRLA,0,101,dpp,0.02870970,0.38800000,-87013.19531250,4.00000000
METRLA,0,101,static_utility,0.02526098,0.35750000,-338208.81250000,4.00000000
METRLA,0,101,cached_mur,0.01599034,0.42400000,-89277.71093750,1.89850000
METRLA,0,101,oracle_static,0.08755614,0.05250000,0.78891969,3.35300000
METRLA,0,101,oracle_greedy,0.10128359,0.03400000,1.00000000,2.32500000
METRLA,0,101,ranked_response_q4,0.01811710,0.33100000,-229761.57812500,2.34850000
METRLA,0,101,ranked_response_q8,0.02253505,0.31700000,-233289.42187500,2.77150000
METRLA,0,202,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,202,pool_all,0.02925189,0.30350000,-48912.58203125,16.00000000
METRLA,0,202,random,0.02605748,0.30200000,-55688.45312500,4.00000000
METRLA,0,202,relevance,0.01717876,0.29900000,-65273.53125000,4.00000000
METRLA,0,202,mmr,0.02760010,0.37700000,-75457.14843750,4.00000000
METRLA,0,202,facility_location,0.01822173,0.28650000,-65808.92968750,4.00000000
METRLA,0,202,dpp,0.02833687,0.30200000,-65776.66406250,4.00000000
METRLA,0,202,static_utility,0.02492088,0.34650000,-81691.10937500,4.00000000
METRLA,0,202,cached_mur,0.02032389,0.40250000,-61380.80078125,3.10700000
METRLA,0,202,oracle_static,0.09194188,0.04150000,0.86563396,3.41100000
METRLA,0,202,oracle_greedy,0.10110710,0.02550000,1.00000000,2.62600000
METRLA,0,202,ranked_response_q4,0.02448749,0.42500000,-104641.64062500,1.86800000
METRLA,0,202,ranked_response_q8,0.02428084,0.42350000,-100810.56250000,2.28600000
METRLA,0,303,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,303,pool_all,0.04138181,0.35200000,-168206.75000000,16.00000000
METRLA,0,303,random,0.02592570,0.30600000,-104245.92968750,4.00000000
METRLA,0,303,relevance,0.02306354,0.29500000,-127421.64062500,4.00000000
METRLA,0,303,mmr,0.02950281,0.37350000,-211077.09375000,4.00000000
