dataset,target_sensor,seed,policy,mean_prediction_gain,negative_transfer_rate,mean_utility_recovery,mean_selected_contexts
METRLA,0,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,0,101,pool_all,0.03767896,0.50300000,-2.13795972,16.00000000
METRLA,0,101,relevance,-0.03274213,0.74950000,-1.07915628,4.00000000
METRLA,0,101,mmr,-0.02613263,0.71050000,-2.53124309,4.00000000
METRLA,0,101,static_utility,0.01856555,0.51150000,-1.21614957,4.00000000
METRLA,0,101,cached_mur,0.02753326,0.33800000,-0.63836205,2.60900000
METRLA,0,101,oneshot_response,0.02753443,0.42750000,-1.66149366,3.16400000
METRLA,0,101,oracle_static,0.16627721,0.12900000,0.54564357,3.96050000
METRLA,0,101,oracle_greedy,0.18609147,0.00000000,1.00000000,3.83750000
METRLA,0,101,ranked_response_q4,0.03601830,0.27350000,-0.68041450,2.50900000
METRLA,18,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,18,101,pool_all,0.00155358,0.56450000,-1.29996502,16.00000000
METRLA,18,101,relevance,0.01054310,0.49250000,-0.24195051,4.00000000
METRLA,18,101,mmr,0.00995790,0.54800000,-0.59896088,4.00000000
METRLA,18,101,static_utility,-0.00894511,0.57450000,-0.49457043,4.00000000
METRLA,18,101,cached_mur,0.00317644,0.56500000,-0.48324779,3.54500000
METRLA,18,101,oneshot_response,-0.00468349,0.56450000,-0.93265170,3.55150000
METRLA,18,101,oracle_static,0.11996428,0.04500000,0.79219335,3.97050000
METRLA,18,101,oracle_greedy,0.12977810,0.00000000,1.00000000,3.93850000
METRLA,18,101,ranked_response_q4,0.00090663,0.48200000,-0.50134808,2.80150000
METRLA,37,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
METRLA,37,101,pool_all,0.02150660,0.67200000,-4.74109507,16.00000000
METRLA,37,101,relevance,-0.00971140,0.76100000,-3.06730318,4.00000000
METRLA,37,101,mmr,-0.01049090,0.65950000,-2.61554098,4.00000000
METRLA,37,101,static_utility,0.00224563,0.60100000,-1.98133206,4.00000000
METRLA,37,101,cached_mur,0.00073033,0.42300000,-1.82093084,1.85800000
METRLA,37,101,oneshot_response,-0.00903701,0.72200000,-3.79132128,3.78700000
METRLA,37,101,oracle_static,0.10795599,0.29700000,0.20640157,3.92600000
METRLA,37,101,oracle_greedy,0.12256356,0.00000000,1.00000000,3.74250000
METRLA,37,101,ranked_response_q4,0.01021868,0.53300000,-2.26895070,2.97200000
METRLA,56,101,base_only,0.00000000,0.00000000,0.00000000,0.00000000
